meeting_id,race_id,race_date,track,race_time,race_class,race_distance,race_prizes,position,trap,dog_id,dog_name,trainer,comments,starting_price,time_s,time_distance,birth_date,weight,color,sire,dam,breeding_info,race_url
430951,1135636,Friday 6th June 2025,Central Park,11:27,A2,491m,1st £165 | Others £60 Race Total £405,1st,4,647901,Bling Bling Musk,B D O'sullivan,"Mid,RanOn,LdNrLn",11/8F,03.16,29.79 (1/2),May-2023,23.8,b - bk,Ballymac Cashout,Bling Bling Sal,May-2023 | 23.8 | b - bk | Ballymac Cashout - Bling Bling Sal,https://www.gbgb.org.uk/meeting/?meetingId=430951&raceId=1135636
430951,1135636,Friday 6th June 2025,Central Park,11:27,A2,491m,1st £165 | Others £60 Race Total £405,2nd,3,648427,Bullseye Bill,J J Luckhurst,"Mid,Crd1,Ld3ToNrLn",5/1,03.14,29.84 (1/2),Aug-2023,33.0,d - bkw,Burgess Bucks,Antigua Lava,Aug-2023 | 33.0 | d - bkw | Burgess Bucks - Antigua Lava,https://www.gbgb.org.uk/meeting/?meetingId=430951&raceId=1135636
430951,1135636,Friday 6th June 2025,Central Park,11:27,A2,491m,1st £165 | Others £60 Race Total £405,3rd,2,610726,Bombay Zorba,T M Levers,"RlsToMid,RanOnLate",10/3,03.22,29.86 (HD),Feb-2021,26.4,b - wbk,Droopys Sydney,Beechgrove Bell,Feb-2021 | 26.4 | b - wbk | Droopys Sydney - Beechgrove Bell,https://www.gbgb.org.uk/meeting/?meetingId=430951&raceId=1135636
430951,1135636,Friday 6th June 2025,Central Park,11:27,A2,491m,1st £165 | Others £60 Race Total £405,4th,6,638276,Tintreach Flo,P M Donovan,"Wide,Ld1To3",11/4,03.13,30.00 (1 3/4),Jul-2022,28.3,b - bk,Dromana Bucko,Thats The Crack,Jul-2022 | 28.3 | b - bk | Dromana Bucko - Thats The Crack,https://www.gbgb.org.uk/meeting/?meetingId=430951&raceId=1135636
430951,1135636,Friday 6th June 2025,Central Park,11:27,A2,491m,1st £165 | Others £60 Race Total £405,5th,1,650967,Tintreach Tina,P M Donovan,"Rls,Crd1",6/1,03.18,30.21 (2 3/4),Aug-2023,28.1,b - bk,Run Happy,Bobsleigh Jet,Aug-2023 | 28.1 | b - bk | Run Happy - Bobsleigh Jet,https://www.gbgb.org.uk/meeting/?meetingId=430951&raceId=1135636
431317,1137253,Friday 13th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,1st,6,639712,Bluejig Roxy,B D O'sullivan,"Wide,EP,SnLd",4/5F,03.11,29.94 (1 3/4),Aug-2022,28.2,b - bk,Burgess Bucks,Blue Of Diamonds,Aug-2022 | 28.2 | b - bk | Burgess Bucks - Blue Of Diamonds,https://www.gbgb.org.uk/meeting/?meetingId=431317&raceId=1137253
431317,1137253,Friday 13th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,2nd,1,650033,Burgess Sophia,N F Carter,"Rls,Bmp1&RnIn",5/1,03.15,30.09 (1 3/4),May-2023,25.3,b - bkw,Deerjet Sydney,Droopys Dargle,May-2023 | 25.3 | b - bkw | Deerjet Sydney - Droopys Dargle,https://www.gbgb.org.uk/meeting/?meetingId=431317&raceId=1137253
431317,1137253,Friday 13th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,3rd,5,632646,Mind Games,T M Levers,"Wide,RanOnLate",16/1,03.14,30.18 (1 1/4),Mar-2022,25.8,b - wbd,Deerjet Sydney,Beechgrove Bell,Mar-2022 | 25.8 | b - wbd | Deerjet Sydney - Beechgrove Bell,https://www.gbgb.org.uk/meeting/?meetingId=431317&raceId=1137253
431317,1137253,Friday 13th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,4th,2,650967,Tintreach Tina,P M Donovan,"Rls,MsdBrkBadly,Crd3",7/2,03.40,30.29 (1 1/4),Aug-2023,28.0,b - bk,Run Happy,Bobsleigh Jet,Aug-2023 | 28.0 | b - bk | Run Happy - Bobsleigh Jet,https://www.gbgb.org.uk/meeting/?meetingId=431317&raceId=1137253
431317,1137253,Friday 13th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,5th,3,652298,Hollyoak Numa,R W Butler,"Mid,EP,BmpRnIn",6/1,03.19,30.30 (SH),Jul-2022,26.9,b - bd,Fahee Storm,Hollyoak Olivia,Jul-2022 | 26.9 | b - bd | Fahee Storm - Hollyoak Olivia,https://www.gbgb.org.uk/meeting/?meetingId=431317&raceId=1137253
431317,1137253,Friday 13th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,6th,4,643114,Missouri Myth,B D O'sullivan,"Mid,BBmp1",7/1,03.15,30.52 (2 3/4),Jan-2023,27.2,b - bk,Explosive Boy,Burgess Cassie,Jan-2023 | 27.2 | b - bk | Explosive Boy - Burgess Cassie,https://www.gbgb.org.uk/meeting/?meetingId=431317&raceId=1137253
431674,1138978,Friday 20th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,1st,1,650967,Tintreach Tina,P M Donovan,"Rls,Ld1",9/4,03.12,29.90 (6),Aug-2023,27.9,b - bk,Run Happy,Bobsleigh Jet,Aug-2023 | 27.9 | b - bk | Run Happy - Bobsleigh Jet,https://www.gbgb.org.uk/meeting/?meetingId=431674&raceId=1138978
431674,1138978,Friday 20th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,2nd,4,643114,Missouri Myth,B D O'sullivan,"Mid,CrdRnUp",7/1,03.19,30.38 (6),Jan-2023,26.9,b - bk,Explosive Boy,Burgess Cassie,Jan-2023 | 26.9 | b - bk | Explosive Boy - Burgess Cassie,https://www.gbgb.org.uk/meeting/?meetingId=431674&raceId=1138978
431674,1138978,Friday 20th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,3rd,2,625729,Kereight Belle,G L Davidson,"RlsToMid,Crd1",7/1,03.16,30.59 (2 1/2),Aug-2021,24.9,b - bd,Kinloch Brae,Right So Belle,Aug-2021 | 24.9 | b - bd | Kinloch Brae - Right So Belle,https://www.gbgb.org.uk/meeting/?meetingId=431674&raceId=1138978
431674,1138978,Friday 20th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,4th,6,636421,Rockmount Rosie,J J Luckhurst,"Wide,Crd1To 1/4",5/1,03.19,30.70 (1 1/2),May-2022,27.7,b - bk,Good News,Rockmount Wings,May-2022 | 27.7 | b - bk | Good News - Rockmount Wings,https://www.gbgb.org.uk/meeting/?meetingId=431674&raceId=1138978
431674,1138978,Friday 20th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,5th,5,633835,Harlequin Finbar,B D O'sullivan,"MidToWide,BCrd1To 1/4,Crd3",5/4F,03.18,31.01 (3 3/4),Oct-2021,35.4,d - be,Malachi,Body Clock,Oct-2021 | 35.4 | d - be | Malachi - Body Clock,https://www.gbgb.org.uk/meeting/?meetingId=431674&raceId=1138978
431674,1138978,Friday 20th June 2025,Central Park,14:14,A3,491m,1st £155 | Others £60 Race Total £455,6th,3,652298,Hollyoak Numa,R W Butler,"Mid,BCrd1",8/1,03.15,31.21 (2 1/2),Jul-2022,27.4,b - bd,Fahee Storm,Hollyoak Olivia,Jul-2022 | 27.4 | b - bd | Fahee Storm - Hollyoak Olivia,https://www.gbgb.org.uk/meeting/?meetingId=431674&raceId=1138978
431972,1140100,Tuesday 24th June 2025,Central Park,18:31,A2,491m,1st £165 | Others £60 Race Total £465,1st,6,638276,Tintreach Flo,P M Donovan,"Wide,Ld 3/4",7/2,03.09,29.71 (2),Jul-2022,28.0,b - bk,Dromana Bucko,Thats The Crack,Jul-2022 | 28.0 | b - bk | Dromana Bucko - Thats The Crack,https://www.gbgb.org.uk/meeting/?meetingId=431972&raceId=1140100
431972,1140100,Tuesday 24th June 2025,Central Park,18:31,A2,491m,1st £165 | Others £60 Race Total £465,2nd,3,648710,Barnfield Piper,N F Carter,"MidToRls,Crd1&3&RnIn",11/8F,03.25,29.87 (2),Aug-2023,29.7,b - bkw,Deerjet Sydney,Burgess Rapid,Aug-2023 | 29.7 | b - bkw | Deerjet Sydney - Burgess Rapid,https://www.gbgb.org.uk/meeting/?meetingId=431972&raceId=1140100
431972,1140100,Tuesday 24th June 2025,Central Park,18:31,A2,491m,1st £165 | Others £60 Race Total £465,3rd,1,619445,Megso Potty,P B Philpott,"MvdOffStt,Crd3& 3/4&RnIn",11/1,03.20,29.91 (1/2),Jan-2021,28.0,b - dkbd,Droopys Sydney,Cantcallherthat,Jan-2021 | 28.0 | b - dkbd | Droopys Sydney - Cantcallherthat,https://www.gbgb.org.uk/meeting/?meetingId=431972&raceId=1140100
431972,1140100,Tuesday 24th June 2025,Central Park,18:31,A2,491m,1st £165 | Others £60 Race Total £465,4th,2,650967,Tintreach Tina,P M Donovan,"Rls,CrdStt",7/2,03.27,30.07 (2),Aug-2023,27.6,b - bk,Run Happy,Bobsleigh Jet,Aug-2023 | 27.6 | b - bk | Run Happy - Bobsleigh Jet,https://www.gbgb.org.uk/meeting/?meetingId=431972&raceId=1140100
431972,1140100,Tuesday 24th June 2025,Central Park,18:31,A2,491m,1st £165 | Others £60 Race Total £465,5th,5,639712,Bluejig Roxy,B D O'sullivan,"Wide,LdToCrd 3/4",10/3,03.10,30.09 (HD),Aug-2022,27.9,b - bk,Burgess Bucks,Blue Of Diamonds,Aug-2022 | 27.9 | b - bk | Burgess Bucks - Blue Of Diamonds,https://www.gbgb.org.uk/meeting/?meetingId=431972&raceId=1140100
431972,1140100,Tuesday 24th June 2025,Central Park,18:31,A2,491m,1st £165 | Others £60 Race Total £465,6th,4,619134,Banrion,P B Philpott,"Mid,Crd1",9/1,03.24,30.24 (1 3/4),Nov-2020,28.2,b - f,Ballymac Best,Follys View,Nov-2020 | 28.2 | b - f | Ballymac Best - Follys View,https://www.gbgb.org.uk/meeting/?meetingId=431972&raceId=1140100
432465,1142415,Friday 4th July 2025,Central Park,13:59,A2,491m,1st £165 | Others £60 Race Total £465,1st,6,609828,Beach Babe,T M Levers,"MidToWide,RnOn,LdNrLn",15/8F,03.23,30.34 (SH),Feb-2021,26.2,b - wbk,Droopys Sydney,Beechgrove Bell,Feb-2021 | 26.2 | b - wbk | Droopys Sydney - Beechgrove Bell,https://www.gbgb.org.uk/meeting/?meetingId=432465&raceId=1142415
432465,1142415,Friday 4th July 2025,Central Park,13:59,A2,491m,1st £165 | Others £60 Race Total £465,2nd,4,612793,Strong Flourish,L E Morrison,"Mid,Ld3ToNrLn",12/1,03.19,30.35 (SH),Dec-2020,27.3,b - bk,Ballymac Best,Wilmars Ruby,Dec-2020 | 27.3 | b - bk | Ballymac Best - Wilmars Ruby,https://www.gbgb.org.uk/meeting/?meetingId=432465&raceId=1142415
432465,1142415,Friday 4th July 2025,Central Park,13:59,A2,491m,1st £165 | Others £60 Race Total £465,3rd,3,647201,Zoes Angel,B D O'sullivan,"MidToRls,QAw,LdTo3,Crd1",7/2,03.15,30.62 (3 1/2),Jan-2023,30.0,b - bkw,Droopys Sydney,Moyvane Angel,Jan-2023 | 30.0 | b - bkw | Droopys Sydney - Moyvane Angel,https://www.gbgb.org.uk/meeting/?meetingId=432465&raceId=1142415
432465,1142415,Friday 4th July 2025,Central Park,13:59,A2,491m,1st £165 | Others £60 Race Total £465,4th,5,644595,Rossa Annie,B D O'sullivan,"MidToWide,Crd1",3/1,03.16,30.83 (2 1/2),Aug-2022,30.5,b - bk,Dorotas Wildcat,Miss Mini Magic,Aug-2022 | 30.5 | b - bk | Dorotas Wildcat - Miss Mini Magic,https://www.gbgb.org.uk/meeting/?meetingId=432465&raceId=1142415
432465,1142415,Friday 4th July 2025,Central Park,13:59,A2,491m,1st £165 | Others £60 Race Total £465,5th,2,650967,Tintreach Tina,P M Donovan,"Rls,Crd1",7/1,03.26,30.86 (1/2),Aug-2023,27.7,b - bk,Run Happy,Bobsleigh Jet,Aug-2023 | 27.7 | b - bk | Run Happy - Bobsleigh Jet,https://www.gbgb.org.uk/meeting/?meetingId=432465&raceId=1142415
432465,1142415,Friday 4th July 2025,Central Park,13:59,A2,491m,1st £165 | Others £60 Race Total £465,6th,1,635126,Epic Princess,J J Luckhurst,"Rls,SAw,Crd1",3/1,03.31,30.88 (HD),Jul-2022,29.4,b - bk,Ice On Fire,Royston News,Jul-2022 | 29.4 | b - bk | Ice On Fire - Royston News,https://www.gbgb.org.uk/meeting/?meetingId=432465&raceId=1142415
432749,1144025,Friday 11th July 2025,Central Park,14:14,A2,491m,1st £165 | Others £60 Race Total £465,1st,1,635126,Epic Princess,J J Luckhurst,"Rls,Crd1,Ld3",15/8,03.22,29.94 (3 3/4),Jul-2022,29.2,b - bk,Ice On Fire,Royston News,Jul-2022 | 29.2 | b - bk | Ice On Fire - Royston News,https://www.gbgb.org.uk/meeting/?meetingId=432749&raceId=1144025
432749,1144025,Friday 11th July 2025,Central Park,14:14,A2,491m,1st £165 | Others £60 Race Total £465,2nd,3,652302,Hollyoak Malaki,R W Butler,"RlsToMid,BCrd1",7/4F,03.25,30.24 (3 3/4),Jul-2022,36.4,d - bd,Fahee Storm,Hollyoak Olivia,Jul-2022 | 36.4 | d - bd | Fahee Storm - Hollyoak Olivia,https://www.gbgb.org.uk/meeting/?meetingId=432749&raceId=1144025
432749,1144025,Friday 11th July 2025,Central Park,14:14,A2,491m,1st £165 | Others £60 Race Total £465,3rd,6,634104,Still Have You,S Mavrias,"Wide,Ld 1/2To3",10/3,03.23,30.31 (3/4),Aug-2022,28.1,b - bk,Grangeview Ten,Muckinish Flyer,Aug-2022 | 28.1 | b - bk | Grangeview Ten - Muckinish Flyer,https://www.gbgb.org.uk/meeting/?meetingId=432749&raceId=1144025
432749,1144025,Friday 11th July 2025,Central Park,14:14,A2,491m,1st £165 | Others £60 Race Total £465,4th,4,647016,Miss Nightfall,B D O'sullivan,"Mid,QAw,LdTo 1/2",8/1,03.09,30.50 (2 1/2),Jun-2023,26.1,b - be,Ballymac Bolger,Quiet Getaway,Jun-2023 | 26.1 | b - be | Ballymac Bolger - Quiet Getaway,https://www.gbgb.org.uk/meeting/?meetingId=432749&raceId=1144025
432749,1144025,Friday 11th July 2025,Central Park,14:14,A2,491m,1st £165 | Others £60 Race Total £465,5th,2,650967,Tintreach Tina,P M Donovan,"Rls,BCrd1,Crd 3/4",9/2,03.22,30.57 (3/4),Aug-2023,27.6,b - bk,Run Happy,Bobsleigh Jet,Aug-2023 | 27.6 | b - bk | Run Happy - Bobsleigh Jet,https://www.gbgb.org.uk/meeting/?meetingId=432749&raceId=1144025
427671,1119402,Sunday 6th April 2025,Sheffield,16:42,OR1,500m,1st £400 | Others £70 Race Total £750,1st,3,650985,Droopys Trade,P Janssens,"QAw,SnClear",4/5F,4.18,28.73 (5 3/4),Jul-2023,36.5,d - bk,Droopys Sydney,Droopys Alice,Jul-2023 | 36.5 | d - bk | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=427671&raceId=1119402
427671,1119402,Sunday 6th April 2025,Sheffield,16:42,OR1,500m,1st £400 | Others £70 Race Total £750,2nd,5,647943,Romeo Tomcat,P Janssens,"CrdRnUp&2,Bmp1",5/4,4.31,29.20 (5 3/4),Jun-2023,35.1,d - bd,Dorotas Wildcat,Fabulous Spirit,Jun-2023 | 35.1 | d - bd | Dorotas Wildcat - Fabulous Spirit,https://www.gbgb.org.uk/meeting/?meetingId=427671&raceId=1119402
427671,1119402,Sunday 6th April 2025,Sheffield,16:42,OR1,500m,1st £400 | Others £70 Race Total £750,3rd,6,646493,Newinn Deputy,R Taberner,CrdRnUp&2,20/1,4.4,29.39 (2 1/2),May-2023,33.7,d - bk,Droopys Sydney,Newinn Cuckoo,May-2023 | 33.7 | d - bk | Droopys Sydney - Newinn Cuckoo,https://www.gbgb.org.uk/meeting/?meetingId=427671&raceId=1119402
427671,1119402,Sunday 6th April 2025,Sheffield,16:42,OR1,500m,1st £400 | Others £70 Race Total £750,4th,2,650975,Glengar Lisa,T C Heilbron,ClearRun,33/1,4.27,29.45 (3/4),Oct-2023,28.2,b - f,Deerjet Sydney,Ambey Bamby,Oct-2023 | 28.2 | b - f | Deerjet Sydney - Ambey Bamby,https://www.gbgb.org.uk/meeting/?meetingId=427671&raceId=1119402
427671,1119402,Sunday 6th April 2025,Sheffield,16:42,OR1,500m,1st £400 | Others £70 Race Total £750,5th,1,650601,Hardy Bucko,J Gray,"Bmp1,Crd2",9/1,4.32,29.62 (2),Jul-2023,30.2,d - bk,Pat C Sabbath,Ballymac Natalie,Jul-2023 | 30.2 | d - bk | Pat C Sabbath - Ballymac Natalie,https://www.gbgb.org.uk/meeting/?meetingId=427671&raceId=1119402
427671,1119402,Sunday 6th April 2025,Sheffield,16:42,OR1,500m,1st £400 | Others £70 Race Total £750,6th,4,649594,Doyouloveher,J Gray,Crd1&2,33/1,4.39,29.79 (2 1/4),Aug-2023,29.6,d - bk,Burgess Bucks,Antigua Lava,Aug-2023 | 29.6 | d - bk | Burgess Bucks - Antigua Lava,https://www.gbgb.org.uk/meeting/?meetingId=427671&raceId=1119402
428057,1121190,Sunday 13th April 2025,Sheffield,16:24,OR1,500m,1st £450 | Others £90 Race Total £900,1st,2,650985,Droopys Trade,P Janssens,"QAw,ALd",10/11F,4.17,28.76 (2),Jul-2023,36.4,d - bk,Droopys Sydney,Droopys Alice,Jul-2023 | 36.4 | d - bk | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=428057&raceId=1121190
428057,1121190,Sunday 13th April 2025,Sheffield,16:24,OR1,500m,1st £450 | Others £90 Race Total £900,2nd,6,647943,Romeo Tomcat,P Janssens,ClrRun,9/4,4.28,28.93 (2),Jun-2023,35.0,d - bd,Dorotas Wildcat,Fabulous Spirit,Jun-2023 | 35.0 | d - bd | Dorotas Wildcat - Fabulous Spirit,https://www.gbgb.org.uk/meeting/?meetingId=428057&raceId=1121190
428057,1121190,Sunday 13th April 2025,Sheffield,16:24,OR1,500m,1st £450 | Others £90 Race Total £900,3rd,3,650525,Romeo Alliance,P Janssens,ClrRun,4/1,4.21,29.04 (1 1/2),Oct-2023,31.0,d - bk,Romeo Magico,Fabulous Mila,Oct-2023 | 31.0 | d - bk | Romeo Magico - Fabulous Mila,https://www.gbgb.org.uk/meeting/?meetingId=428057&raceId=1121190
428057,1121190,Sunday 13th April 2025,Sheffield,16:24,OR1,500m,1st £450 | Others £90 Race Total £900,4th,1,649902,Arthur Job,P N Godfrey,"MidTRls,Crd1& 1/4",8/1,4.34,29.15 (1 1/4),Jul-2023,33.5,d - f,Coolavanny Hoffa,Designer,Jul-2023 | 33.5 | d - f | Coolavanny Hoffa - Designer,https://www.gbgb.org.uk/meeting/?meetingId=428057&raceId=1121190
428057,1121190,Sunday 13th April 2025,Sheffield,16:24,OR1,500m,1st £450 | Others £90 Race Total £900,5th,5,648786,Inspector,D Welding,"Crd1,Bmp 1/4",33/1,4.41,29.43 (3 1/2),Jul-2023,32.6,d - wbe,Ballymac Bolger,Kiwi Kaye,Jul-2023 | 32.6 | d - wbe | Ballymac Bolger - Kiwi Kaye,https://www.gbgb.org.uk/meeting/?meetingId=428057&raceId=1121190
428057,1121190,Sunday 13th April 2025,Sheffield,16:24,OR1,500m,1st £450 | Others £90 Race Total £900,6th,4,650990,Deerjet Rocket,T C Heilbron,"Crd1,Bmp 1/4",33/1,4.31,29.52 (1 1/4),Aug-2023,31.7,d - bk,Run Happy,Bobsleigh Jet,Aug-2023 | 31.7 | d - bk | Run Happy - Bobsleigh Jet,https://www.gbgb.org.uk/meeting/?meetingId=428057&raceId=1121190
428405,1122973,Sunday 20th April 2025,Sheffield,16:24,OR1,500m,1st £17500 | Others £1000 Race Total £22500,1st,3,651011,Elusivenomore,J J Fenwick,"CrdRunUp,Led 1/4",12/1,4.35,29.36 (2),Aug-2023,34.0,d - f,Ballymac Best,Ballymac Ariel,Aug-2023 | 34.0 | d - f | Ballymac Best - Ballymac Ariel,https://www.gbgb.org.uk/meeting/?meetingId=428405&raceId=1122973
428405,1122973,Sunday 20th April 2025,Sheffield,16:24,OR1,500m,1st £17500 | Others £1000 Race Total £22500,2nd,5,647943,Romeo Tomcat,P Janssens,"CrdRunUp,Bumped1",4/1,4.32,29.52 (2),Jun-2023,35.0,d - bd,Dorotas Wildcat,Fabulous Spirit,Jun-2023 | 35.0 | d - bd | Dorotas Wildcat - Fabulous Spirit,https://www.gbgb.org.uk/meeting/?meetingId=428405&raceId=1122973
428405,1122973,Sunday 20th April 2025,Sheffield,16:24,OR1,500m,1st £17500 | Others £1000 Race Total £22500,3rd,2,650985,Droopys Trade,P Janssens,"LedTo 1/4,Bumped1",10/11F,4.25,29.53 (SH),Jul-2023,36.4,d - bk,Droopys Sydney,Droopys Alice,Jul-2023 | 36.4 | d - bk | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=428405&raceId=1122973
428405,1122973,Sunday 20th April 2025,Sheffield,16:24,OR1,500m,1st £17500 | Others £1000 Race Total £22500,4th,1,650526,Romeo Ability,P Janssens,Bumped&FcdTCk1,5/2,4.29,29.69 (1 3/4),Oct-2023,34.0,d - bkw,Romeo Magico,Fabulous Mila,Oct-2023 | 34.0 | d - bkw | Romeo Magico - Fabulous Mila,https://www.gbgb.org.uk/meeting/?meetingId=428405&raceId=1122973
428405,1122973,Sunday 20th April 2025,Sheffield,16:24,OR1,500m,1st £17500 | Others £1000 Race Total £22500,5th,6,646493,Newinn Deputy,R Taberner,"CrdRunUp,Bmp&FcdTCk",33/1,4.34,29.96 (3 1/2),May-2023,34.2,d - bk,Droopys Sydney,Newinn Cuckoo,May-2023 | 34.2 | d - bk | Droopys Sydney - Newinn Cuckoo,https://www.gbgb.org.uk/meeting/?meetingId=428405&raceId=1122973
428405,1122973,Sunday 20th April 2025,Sheffield,16:24,OR1,500m,1st £17500 | Others £1000 Race Total £22500,6th,4,650525,Romeo Alliance,P Janssens,Bumped&Fell1,10/1,4.29,null (DIS),Oct-2023,31.0,d - bk,Romeo Magico,Fabulous Mila,Oct-2023 | 31.0 | d - bk | Romeo Magico - Fabulous Mila,https://www.gbgb.org.uk/meeting/?meetingId=428405&raceId=1122973
429489,1127971,Thursday 8th May 2025,Towcester,19:28,OR1,500m,1st £300 | Others £60 Race Total £540,1st,1,650985,Droopys Trade,P Janssens,"RlsTMid,EP,Ld1",2/5F,4.2,29.34 (1/2),Jul-2023,36.3,d - bk,Droopys Sydney,Droopys Alice,Jul-2023 | 36.3 | d - bk | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=429489&raceId=1127971
429489,1127971,Thursday 8th May 2025,Towcester,19:28,OR1,500m,1st £300 | Others £60 Race Total £540,2nd,2,649902,Arthur Job,P N Godfrey,"MidTRls,MvdOff&Crd2,FinWll",9/2,4.23,29.39 (1/2),Jul-2023,33.6,d - f,Coolavanny Hoffa,Designer,Jul-2023 | 33.6 | d - f | Coolavanny Hoffa - Designer,https://www.gbgb.org.uk/meeting/?meetingId=429489&raceId=1127971
429489,1127971,Thursday 8th May 2025,Towcester,19:28,OR1,500m,1st £300 | Others £60 Race Total £540,3rd,3,648900,Droopys Heiress,M L Locke,"RlsTMid,SAw,FcdTCk1&2,FinWll",5/1,4.31,29.80 (5 1/4),Aug-2023,28.5,b - bk,Malachi,Droopys Hunch,Aug-2023 | 28.5 | b - bk | Malachi - Droopys Hunch,https://www.gbgb.org.uk/meeting/?meetingId=429489&raceId=1127971
429489,1127971,Thursday 8th May 2025,Towcester,19:28,OR1,500m,1st £300 | Others £60 Race Total £540,4th,4,637944,Longacres Romeo,D Blackbird,RlsTMid,33/1,4.23,29.99 (2 1/4),Aug-2022,35.3,d - be,Ballymac Cashout,Fabulous Amalfi,Aug-2022 | 35.3 | d - be | Ballymac Cashout - Fabulous Amalfi,https://www.gbgb.org.uk/meeting/?meetingId=429489&raceId=1127971
429489,1127971,Thursday 8th May 2025,Towcester,19:28,OR1,500m,1st £300 | Others £60 Race Total £540,5th,6,648371,Skirk Joshua,K P Boon,"MidTW,LdT1,Crd2",16/1,4.16,30.05 (3/4),Jul-2023,32.6,d - bew,Ballymac Bolger,Kiwi Kaye,Jul-2023 | 32.6 | d - bew | Ballymac Bolger - Kiwi Kaye,https://www.gbgb.org.uk/meeting/?meetingId=429489&raceId=1127971
429887,1129835,Saturday 17th May 2025,Towcester,20:39,OR1,500m,1st £300 | Others £75 Race Total £675,1st,3,650985,Droopys Trade,P Janssens,"RlsTMid,VQAw,ALed",5/2,4.01,28.80 (2 1/4),Jul-2023,36.3,d - bk,Droopys Sydney,Droopys Alice,Jul-2023 | 36.3 | d - bk | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=429887&raceId=1129835
429887,1129835,Saturday 17th May 2025,Towcester,20:39,OR1,500m,1st £300 | Others £75 Race Total £675,2nd,2,649561,Romeo Empire,P Janssens,"RlsTMid,FinWell",13/8F,4.14,28.98 (2 1/4),Feb-2023,35.0,d - bk,Romeo Magico,Fabulous Bella,Feb-2023 | 35.0 | d - bk | Romeo Magico - Fabulous Bella,https://www.gbgb.org.uk/meeting/?meetingId=429887&raceId=1129835
429887,1129835,Saturday 17th May 2025,Towcester,20:39,OR1,500m,1st £300 | Others £75 Race Total £675,3rd,4,644831,Glory Lord,C R Morris,"RlsTMid,EP",7/4,4.1,29.44 (5 3/4),Jul-2022,35.4,d - be,Droopys Sydney,Glory Lady,Jul-2022 | 35.4 | d - be | Droopys Sydney - Glory Lady,https://www.gbgb.org.uk/meeting/?meetingId=429887&raceId=1129835
429887,1129835,Saturday 17th May 2025,Towcester,20:39,OR1,500m,1st £300 | Others £75 Race Total £675,4th,6,639683,Back To Black,C R Morris,MidTW,16/1,4.14,29.49 (1/2),Aug-2022,36.2,d - bk,Ballymac Bolger,Santas Jet,Aug-2022 | 36.2 | d - bk | Ballymac Bolger - Santas Jet,https://www.gbgb.org.uk/meeting/?meetingId=429887&raceId=1129835
429887,1129835,Saturday 17th May 2025,Towcester,20:39,OR1,500m,1st £300 | Others £75 Race Total £675,5th,1,647572,Savana Merapi,D Henry,"RlsTMid,SAw,RanOn",40/1,4.25,29.55 (3/4),Mar-2023,36.2,d - f,Adeles Duke,Savana Volcano,Mar-2023 | 36.2 | d - f | Adeles Duke - Savana Volcano,https://www.gbgb.org.uk/meeting/?meetingId=429887&raceId=1129835
429887,1129835,Saturday 17th May 2025,Towcester,20:39,OR1,500m,1st £300 | Others £75 Race Total £675,6th,5,641814,Tricky Wiggles,R Holt,"Mid,SAw",14/1,4.26,29.75 (2 1/2),Jun-2022,33.8,d - wbk,Droopys Sydney,Mary Goodnight,Jun-2022 | 33.8 | d - wbk | Droopys Sydney - Mary Goodnight,https://www.gbgb.org.uk/meeting/?meetingId=429887&raceId=1129835
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,1st,1,650985,Droopys Trade,P Janssens,"RlsTMid,EP,Led1,HeldOn",6/5F,4.06,28.98 (SH),Jul-2023,36.7,d - bk,Droopys Sydney,Droopys Alice,Jul-2023 | 36.7 | d - bk | Droopys Sydney - Droopys Alice,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
430212,1131523,Saturday 24th May 2025,Towcester,20:39,OR1,500m,1st £500 | Others £100 Race Total £1000,2nd,6,642627,Hello Diego,P Hennessy,"MidTW,FinWell",5/1,4.08,28.99 (SH),Oct-2022,33.7,d - bkw,Jaytee Yankee,Darver Bridie,Oct-2022 | 33.7 | d - bkw | Jaytee Yankee - Darver Bridie,https://www.gbgb.org.uk/meeting/?meetingId=430212&raceId=1131523
